"total_revenue","day","month","time","con_time","category","price","mean_temp","seemean","precipitation","cold_sc","flu_sc","pneumonia_sc","coronavirus_sc","sell_sequence","rank_seq_mean","rank_brand","brand","code_name"
2543000,"1"," 6"," 1",0.056,"2",69,19.7,1.8333,0,0.124,0.058,0.145,0.006,1,1,456,"100618","201918"
4823000,"1"," 6"," 1",0.069,"2",69,19.7,1.7,0,0.124,0.058,0.145,0.006,2,3,456,"100618","201918"
2438000,"2"," 6"," 1",0.042,"10",1199,21.5,0.6381,1.3,0.147,0.081,0.22,0.01,3,6,445,"100505","201531"
3836000,"2"," 6"," 1",0.042,"10",1899,21.5,0.6381,1.3,0.147,0.081,0.22,0.01,3,6,445,"100505","201532"
50000,"2"," 6"," 1",0.042,"10",2299,21.5,0.6381,1.3,0.147,0.081,0.22,0.01,3,6,445,"100505","201533"
50000,"2"," 6"," 1",0.042,"10",1079.1,21.5,0.6381,1.3,0.147,0.081,0.22,0.01,3,6,445,"100505","201548"
3455000,"2"," 6"," 1",0.042,"10",1709.1,21.5,0.6381,1.3,0.147,0.081,0.22,0.01,3,6,445,"100505","201549"
50000,"2"," 6"," 1",0.042,"10",2069.1,21.5,0.6381,1.3,0.147,0.081,0.22,0.01,3,6,445,"100505","201550"
16605000,"2"," 6"," 1",0.056,"4",32.9,21.5,0.001,1.3,0.147,0.081,0.22,0.01,1,1,421,"100841","202484"
15727000,"2"," 6"," 1",0.069,"4",32.9,21.5,0.2,1.3,0.147,0.081,0.22,0.01,2,3,421,"100841","202484"
4235000,"3"," 6"," 1",0.042,"9",188,22.5,0.001,1.4,0.146,0.069,0.19,0.009,1,1,249,"100184","200618"
14377000,"3"," 6"," 1",0.056,"9",188,22.5,0.001,1.4,0.146,0.069,0.19,0.009,2,3,249,"100184","200618"
13089000,"3"," 6"," 1",0.069,"9",188,22.5,0.1929,1.4,0.146,0.069,0.19,0.009,3,6,249,"100184","200618"
10632000,"4"," 6"," 1",0.042,"2",39.9,20.9,0.3381,0,0.136,0.061,0.181,0.009,1,1,446,"100779","202276"
13663000,"4"," 6"," 1",0.056,"2",39.9,20.9,0.1429,0,0.136,0.061,0.181,0.009,2,3,446,"100779","202276"
13871000,"4"," 6"," 1",0.069,"2",39.9,20.9,0.001,0,0.136,0.061,0.181,0.009,3,6,446,"100779","202276"
50000,"5"," 6"," 1",0.042,"7",440,19.2,0.001,9.27,0.12,0.048,0.145,0.006,1,1,478,"100182","200612"
1529000,"5"," 6"," 1",0.056,"7",440,19.2,0.001,9.27,0.12,0.048,0.145,0.006,2,3,478,"100182","200612"
1529000,"5"," 6"," 1",0.069,"7",440,19.2,0.001,9.27,0.12,0.048,0.145,0.006,3,6,478,"100182","200612"
50000,"5"," 6"," 1",0.042,"7",490,19.2,0.001,9.27,0.12,0.048,0.145,0.006,1,1,478,"100182","200613"
3386000,"5"," 6"," 1",0.056,"7",490,19.2,0.001,9.27,0.12,0.048,0.145,0.006,2,3,478,"100182","200613"
1701000,"5"," 6"," 1",0.069,"7",490,19.2,0.001,9.27,0.12,0.048,0.145,0.006,3,6,478,"100182","200613"
50000,"5"," 6"," 1",0.042,"7",400,19.2,0.001,9.27,0.12,0.048,0.145,0.006,1,1,478,"100182","200614"
1391000,"5"," 6"," 1",0.056,"7",400,19.2,0.001,9.27,0.12,0.048,0.145,0.006,2,3,478,"100182","200614"
1391000,"5"," 6"," 1",0.069,"7",400,19.2,0.001,9.27,0.12,0.048,0.145,0.006,3,6,478,"100182","200614"
1563000,"5"," 6"," 1",0.042,"7",450,19.2,0.001,9.27,0.12,0.048,0.145,0.006,1,1,478,"100182","200615"
12155000,"5"," 6"," 1",0.056,"7",450,19.2,0.001,9.27,0.12,0.048,0.145,0.006,2,3,478,"100182","200615"
13697000,"5"," 6"," 1",0.069,"7",450,19.2,0.001,9.27,0.12,0.048,0.145,0.006,3,6,478,"100182","200615"
24349000,"6"," 6"," 1",0.042,"1",39.9,18,0.1667,39.505,0.133,0.047,0.184,0.007,1,1,431,"100416","201317"
20042000,"6"," 6"," 1",0.056,"1",39.9,18,0.3286,39.505,0.133,0.047,0.184,0.007,2,3,431,"100416","201317"
13494000,"6"," 6"," 1",0.069,"1",39.9,18,0.5571,39.505,0.133,0.047,0.184,0.007,3,6,431,"100416","201317"
8429000,"7"," 6"," 1",0.042,"1",49.9,19.1,0.001,0,0.126,0.044,0.142,0.007,1,1,196,"100345","201068"
15949000,"7"," 6"," 1",0.056,"1",49.9,19.1,0.1429,0,0.126,0.044,0.142,0.007,2,3,196,"100345","201068"
12149000,"7"," 6"," 1",0.069,"1",49.9,19.1,0.1071,0,0.126,0.044,0.142,0.007,3,6,196,"100345","201068"
12387000,"1"," 6"," 1",0.056,"7",44.8,18.8,0.001,3.471,0.134,0.05,0.138,0.006,1,1,339,"100469","201436"
18542000,"1"," 6"," 1",0.069,"7",44.8,18.8,0.5429,3.471,0.134,0.05,0.138,0.006,2,3,339,"100469","201436"
2355000,"2"," 6"," 1",0.056,"9",29.8,17.1,0.001,4.484,0.145,0.066,0.185,0.007,1,1,221,"100386","201255"
4257000,"2"," 6"," 1",0.069,"9",29.8,17.1,0.1154,4.484,0.145,0.066,0.185,0.007,2,3,221,"100386","201255"
5298000,"2"," 6"," 1",0.056,"9",29.8,17.1,0.001,4.484,0.145,0.066,0.185,0.007,1,1,221,"100386","201256"
8787000,"2"," 6"," 1",0.069,"9",29.8,17.1,0.1154,4.484,0.145,0.066,0.185,0.007,2,3,221,"100386","201256"
19518000,"2"," 6"," 1",0.042,"1",59.9,17.1,0.001,4.484,0.145,0.066,0.185,0.007,3,6,462,"100808","202389"
10387000,"3"," 6"," 1",0.042,"1",49.9,17.5,0.4429,0.75,0.132,0.062,0.182,0.013,1,1,431,"100417","201321"
12241000,"3"," 6"," 1",0.056,"1",49.9,17.5,0.1905,0.75,0.132,0.062,0.182,0.013,2,3,431,"100417","201321"
8902000,"3"," 6"," 1",0.069,"1",49.9,17.5,0.1857,0.75,0.132,0.062,0.182,0.013,3,6,431,"100417","201321"
26303000,"4"," 6"," 1",0.042,"8",178,18.6,0.381,0,0.132,0.097,0.176,0.011,1,1,398,"100310","200993"
30820000,"4"," 6"," 1",0.056,"8",178,18.6,0.1714,0,0.132,0.097,0.176,0.011,2,3,398,"100310","200993"
21534000,"4"," 6"," 1",0.069,"8",178,18.6,0.001,0,0.132,0.097,0.176,0.011,3,6,398,"100310","200993"
5734000,"5"," 6"," 1",0.042,"2",89.9,20.7,0.4571,0,0.119,0.06,0.165,0.011,1,1,25,"100191","200647"
13454000,"5"," 6"," 1",0.056,"2",89.9,20.7,0.3,0,0.119,0.06,0.165,0.011,2,3,25,"100191","200647"
7977000,"5"," 6"," 1",0.069,"2",89.9,20.7,0.2929,0,0.119,0.06,0.165,0.011,3,6,25,"100191","200647"
10281000,"6"," 6"," 1",0.042,"2",119,20.5,0.1857,2.083,0.113,0.054,0.157,0.009,1,1,418,"100098","200271"
25730000,"6"," 6"," 1",0.056,"2",119,20.5,0.181,2.083,0.113,0.054,0.157,0.009,2,3,418,"100098","200271"
29966000,"6"," 6"," 1",0.069,"2",119,20.5,0.0429,2.083,0.113,0.054,0.157,0.009,3,6,418,"100098","200271"
1081000,"7"," 6"," 1",0.042,"1",59,19.1,0.001,13.959,0.095,0.035,0.123,0.014,1,1,437,"100374","201200"
2798000,"7"," 6"," 1",0.063,"1",59,19.1,0.2417,13.959,0.095,0.035,0.123,0.014,2,3,437,"100374","201200"
9996000,"7"," 6"," 1",0.042,"1",69,19.1,0.001,13.959,0.095,0.035,0.123,0.014,1,1,437,"100374","201202"
14614000,"7"," 6"," 1",0.063,"1",69,19.1,0.2417,13.959,0.095,0.035,0.123,0.014,2,3,437,"100374","201202"
1093000,"7"," 6"," 1",0.042,"1",59,19.1,0.001,13.959,0.095,0.035,0.123,0.014,1,1,437,"100374","201204"
1440000,"7"," 6"," 1",0.063,"1",59,19.1,0.2417,13.959,0.095,0.035,0.123,0.014,2,3,437,"100374","201204"
9409000,"7"," 6"," 1",0.042,"1",69,19.1,0.001,13.959,0.095,0.035,0.123,0.014,1,1,437,"100374","201206"
13054000,"7"," 6"," 1",0.063,"1",69,19.1,0.2417,13.959,0.095,0.035,0.123,0.014,2,3,437,"100374","201206"
3906000,"1"," 6"," 1",0.056,"1",39.9,18.9,0.001,2.988,0.105,0.042,0.107,0.006,1,1,431,"100416","201318"
14485000,"1"," 6"," 1",0.069,"1",39.9,18.9,0.001,2.988,0.105,0.042,0.107,0.006,2,3,431,"100416","201318"
17849000,"1"," 6"," 1",0.042,"2",69,18.9,0.001,2.988,0.105,0.042,0.107,0.006,3,6,456,"100618","201915"
3594000,"1"," 6"," 1",0.042,"2",69,18.9,0.001,2.988,0.105,0.042,0.107,0.006,3,6,456,"100618","201918"
23219000,"2"," 6"," 1",0.056,"5",69,20.2,0.001,0.1,0.134,0.061,0.168,0.01,1,1,398,"100628","201934"
16720000,"2"," 6"," 1",0.069,"5",69,20.2,0.001,0.1,0.134,0.061,0.168,0.01,2,3,398,"100628","201934"
6344000,"3"," 6"," 1",0.042,"2",69,20,0.001,8.405,0.113,0.046,0.17,0.007,1,1,456,"100618","201915"
15944000,"3"," 6"," 1",0.056,"2",69,20,0.001,8.405,0.113,0.046,0.17,0.007,2,3,456,"100618","201915"
11443000,"3"," 6"," 1",0.069,"2",69,20,0.001,8.405,0.113,0.046,0.17,0.007,3,6,456,"100618","201915"
1322000,"3"," 6"," 1",0.042,"2",69,20,0.001,8.405,0.113,0.046,0.17,0.007,1,1,456,"100618","201918"
4606000,"3"," 6"," 1",0.056,"2",69,20,0.001,8.405,0.113,0.046,0.17,0.007,2,3,456,"100618","201918"
2084000,"3"," 6"," 1",0.069,"2",69,20,0.001,8.405,0.113,0.046,0.17,0.007,3,6,456,"100618","201918"
13127000,"4"," 6"," 1",0.042,"2",119,21.1,0.0952,1.378,0.087,0.053,0.167,0.008,1,1,418,"100098","200271"
23734000,"4"," 6"," 1",0.056,"2",119,21.1,0.001,1.378,0.087,0.053,0.167,0.008,2,3,418,"100098","200271"
15304000,"4"," 6"," 1",0.069,"2",119,21.1,0.001,1.378,0.087,0.053,0.167,0.008,3,6,418,"100098","200271"
7475000,"5"," 6"," 1",0.042,"8",178,22.3,0.001,0,0.078,0.046,0.152,0.008,1,1,398,"100310","200993"
16346000,"5"," 6"," 1",0.056,"8",178,22.3,0.0286,0,0.078,0.046,0.152,0.008,2,3,398,"100310","200993"
14195000,"5"," 6"," 1",0.069,"8",178,22.3,0.1071,0,0.078,0.046,0.152,0.008,3,6,398,"100310","200993"
17002000,"6"," 6"," 1",0.042,"5",59.8,20.6,0.1387,3.058,0.077,0.043,0.148,0.006,1,1,306,"100399","201297"
21565000,"6"," 6"," 1",0.063,"5",59.8,20.6,0.2917,3.058,0.077,0.043,0.148,0.006,2,3,306,"100399","201297"
13333000,"7"," 6"," 1",0.042,"1",49.9,20.6,0.0952,0,0.06,0.03,0.112,0.005,1,1,196,"100345","201067"
18987000,"7"," 6"," 1",0.056,"1",49.9,20.6,0.001,0,0.06,0.03,0.112,0.005,2,3,196,"100345","201067"
11115000,"7"," 6"," 1",0.069,"1",49.9,20.6,0.001,0,0.06,0.03,0.112,0.005,3,6,196,"100345","201067"
9137000,"1"," 6"," 1",0.056,"1",39.9,21,0.081,0.183,0.071,0.038,0.108,0.005,1,1,431,"100416","201318"
8788000,"1"," 6"," 1",0.069,"1",39.9,21,0.001,0.183,0.071,0.038,0.108,0.005,2,3,431,"100416","201318"
11312000,"1"," 6"," 1",0.042,"9",98,21,0.001,0.183,0.071,0.038,0.108,0.005,3,6,472,"100489","201469"
17555000,"1"," 6"," 1",0.042,"9",52,21,0.001,0.183,0.071,0.038,0.108,0.005,3,6,472,"100489","201472"
16517000,"1"," 6"," 1",0.042,"9",58,21,0.001,0.183,0.071,0.038,0.108,0.005,3,6,472,"100489","201477"
6184000,"2"," 6"," 1",0.042,"9",159,22,0.001,0.227,0.087,0.052,0.161,0.007,3,6,368,"100218","200766"
28131000,"2"," 6"," 1",0.042,"9",149,22,0.001,0.227,0.087,0.052,0.161,0.007,3,6,368,"100218","200769"
3226000,"2"," 6"," 1",0.056,"7",49.9,22,0.001,0.227,0.087,0.052,0.161,0.007,1,1,299,"100634","201944"
4775000,"2"," 6"," 1",0.063,"7",49.9,22,0.001,0.227,0.087,0.052,0.161,0.007,2,3,299,"100634","201944"
4925000,"2"," 6"," 1",0.069,"7",49.9,22,0.001,0.227,0.087,0.052,0.161,0.007,3,6,299,"100634","201944"
4907000,"2"," 6"," 1",0.076,"7",49.9,22,0.001,0.227,0.087,0.052,0.161,0.007,4,4,299,"100634","201944"
12072000,"3"," 6"," 1",0.042,"7",44.8,22.8,0.1476,0,0.071,0.041,0.159,0.006,1,1,339,"100469","201436"
18077000,"3"," 6"," 1",0.056,"7",44.8,22.8,0.5952,0,0.071,0.041,0.159,0.006,2,3,339,"100469","201436"
15786000,"3"," 6"," 1",0.069,"7",44.8,22.8,0.2929,0,0.071,0.041,0.159,0.006,3,6,339,"100469","201436"
11102000,"4"," 6"," 1",0.042,"4",40.9,22.2,0.001,2.894,0.075,0.041,0.15,0.006,1,1,367,"100702","202074"
14720000,"4"," 6"," 1",0.056,"4",40.9,22.2,0.001,2.894,0.075,0.041,0.15,0.006,2,3,367,"100702","202074"
13576000,"4"," 6"," 1",0.069,"4",40.9,22.2,0.2214,2.894,0.075,0.041,0.15,0.006,3,6,367,"100702","202074"
4515000,"5"," 6"," 1",0.042,"2",109,23.3,0.001,11.406,0.071,0.036,0.146,0.004,1,1,26,"100304","200969"
11092000,"5"," 6"," 1",0.056,"2",109,23.3,0.1857,11.406,0.071,0.036,0.146,0.004,2,3,26,"100304","200969"
14408000,"5"," 6"," 1",0.069,"2",109,23.3,0.0786,11.406,0.071,0.036,0.146,0.004,3,6,26,"100304","200969"
14409000,"6"," 6"," 1",0.042,"1",39.9,22.7,0.181,0.819,0.059,0.034,0.136,0.005,1,1,268,"100343","201063"
14080000,"6"," 6"," 1",0.056,"1",39.9,22.7,1.6476,0.819,0.059,0.034,0.136,0.005,2,3,268,"100343","201063"
15785000,"6"," 6"," 1",0.069,"1",39.9,22.7,0.3429,0.819,0.059,0.034,0.136,0.005,3,6,268,"100343","201063"
1329000,"7"," 6"," 1",0.042,"1",59,21.6,0.0619,3.12,0.056,0.028,0.108,0.004,1,1,423,"100346","201074"
3310000,"7"," 6"," 1",0.056,"1",59,21.6,0.1286,3.12,0.056,0.028,0.108,0.004,2,3,423,"100346","201074"
2620000,"7"," 6"," 1",0.069,"1",59,21.6,0.05,3.12,0.056,0.028,0.108,0.004,3,6,423,"100346","201074"
3749000,"7"," 6"," 1",0.042,"1",59,21.6,0.0619,3.12,0.056,0.028,0.108,0.004,1,1,423,"100346","201081"
5153000,"7"," 6"," 1",0.056,"1",59,21.6,0.1286,3.12,0.056,0.028,0.108,0.004,2,3,423,"100346","201081"
5563000,"7"," 6"," 1",0.069,"1",59,21.6,0.05,3.12,0.056,0.028,0.108,0.004,3,6,423,"100346","201081"
6772000,"1"," 6"," 1",0.056,"1",49.9,23.1,0.001,0.267,0.056,0.032,0.099,0.003,1,1,431,"100417","201321"
13467000,"1"," 6"," 1",0.069,"1",49.9,23.1,0.001,0.267,0.056,0.032,0.099,0.003,2,3,431,"100417","201321"
32636000,"1"," 6"," 1",0.042,"7",44.8,23.1,0.001,0.267,0.056,0.032,0.099,0.003,3,6,339,"100469","201436"
22667000,"2"," 7"," 1",0.042,"5",39.8,23.1,0.1286,0,0.07,0.044,0.158,0.006,3,6,487,"100074","200202"
14651000,"2"," 7"," 1",0.056,"4",32.9,23.1,0.001,0,0.07,0.044,0.158,0.006,1,1,421,"100841","202484"
20001000,"2"," 7"," 1",0.069,"4",32.9,23.1,0.001,0,0.07,0.044,0.158,0.006,2,3,421,"100841","202484"
10629000,"3"," 7"," 1",0.042,"2",69,23.1,0.001,0,0.067,0.039,0.155,0.006,1,1,456,"100618","201915"
19139000,"3"," 7"," 1",0.056,"2",69,23.1,0.001,0,0.067,0.039,0.155,0.006,2,3,456,"100618","201915"
15161000,"3"," 7"," 1",0.069,"2",69,23.1,0.001,0,0.067,0.039,0.155,0.006,3,6,456,"100618","201915"
3319000,"3"," 7"," 1",0.042,"2",69,23.1,0.001,0,0.067,0.039,0.155,0.006,1,1,456,"100618","201918"
3833000,"3"," 7"," 1",0.056,"2",69,23.1,0.001,0,0.067,0.039,0.155,0.006,2,3,456,"100618","201918"
5959000,"3"," 7"," 1",0.069,"2",69,23.1,0.001,0,0.067,0.039,0.155,0.006,3,6,456,"100618","201918"
4431000,"4"," 7"," 1",0.042,"1",69,22.9,0.0762,0.675,0.069,0.037,0.142,0.007,1,1,437,"100374","201371"
9239000,"4"," 7"," 1",0.056,"1",69,22.9,0.0333,0.675,0.069,0.037,0.142,0.007,2,3,437,"100374","201371"
7129000,"4"," 7"," 1",0.069,"1",69,22.9,0.3063,0.675,0.069,0.037,0.142,0.007,3,6,437,"100374","201371"
4023000,"4"," 7"," 1",0.042,"1",69,22.9,0.0762,0.675,0.069,0.037,0.142,0.007,1,1,437,"100374","201373"
9193000,"4"," 7"," 1",0.056,"1",69,22.9,0.0333,0.675,0.069,0.037,0.142,0.007,2,3,437,"100374","201373"
6917000,"4"," 7"," 1",0.069,"1",69,22.9,0.3063,0.675,0.069,0.037,0.142,0.007,3,6,437,"100374","201373"
7871000,"5"," 7"," 1",0.042,"2",79,24,1.2619,0,0.069,0.035,0.133,0.009,1,1,492,"100599","201890"
14579000,"5"," 7"," 1",0.056,"2",79,24,1.1,0,0.069,0.035,0.133,0.009,2,3,492,"100599","201890"
15367000,"5"," 7"," 1",0.069,"2",79,24,1.1938,0,0.069,0.035,0.133,0.009,3,6,492,"100599","201890"
4050000,"6"," 7"," 1",0.042,"9",178,24.7,0.4762,0.025,0.065,0.029,0.13,0.005,1,1,417,"100292","200944"
4525000,"6"," 7"," 1",0.056,"9",178,24.7,1.1143,0.025,0.065,0.029,0.13,0.005,2,3,417,"100292","200944"
10520000,"6"," 7"," 1",0.069,"9",178,24.7,0.0313,0.025,0.065,0.029,0.13,0.005,3,6,417,"100292","200944"
6503000,"6"," 7"," 1",0.042,"9",178,24.7,0.4762,0.025,0.065,0.029,0.13,0.005,1,1,417,"100292","200945"
9940000,"6"," 7"," 1",0.056,"9",178,24.7,1.1143,0.025,0.065,0.029,0.13,0.005,2,3,417,"100292","200945"
15847000,"6"," 7"," 1",0.069,"9",178,24.7,0.0313,0.025,0.065,0.029,0.13,0.005,3,6,417,"100292","200945"
14535000,"7"," 7"," 1",0.042,"4",59.9,25.2,0.001,1.625,0.052,0.025,0.107,0.003,1,1,430,"100832","202444"
25637000,"7"," 7"," 1",0.056,"4",59.9,25.2,0.001,1.625,0.052,0.025,0.107,0.003,2,3,430,"100832","202444"
22662000,"7"," 7"," 1",0.069,"4",59.9,25.2,0.125,1.625,0.052,0.025,0.107,0.003,3,6,430,"100832","202444"
10833000,"1"," 7"," 1",0.056,"2",89,23.2,0.001,0.688,0.059,0.031,0.095,0.005,1,1,449,"100224","200776"
9979000,"1"," 7"," 1",0.069,"2",89,23.2,0.001,0.688,0.059,0.031,0.095,0.005,2,3,449,"100224","200776"
1568000,"1"," 7"," 1",0.056,"2",89,23.2,0.001,0.688,0.059,0.031,0.095,0.005,1,1,449,"100224","200779"
2739000,"1"," 7"," 1",0.069,"2",89,23.2,0.001,0.688,0.059,0.031,0.095,0.005,2,3,449,"100224","200779"
1587000,"1"," 7"," 1",0.056,"2",89,23.2,0.001,0.688,0.059,0.031,0.095,0.005,1,1,449,"100224","200783"
1202000,"1"," 7"," 1",0.069,"2",89,23.2,0.001,0.688,0.059,0.031,0.095,0.005,2,3,449,"100224","200783"
7460000,"2"," 7"," 1",0.056,"7",44.8,21.8,0.3238,2.409,0.087,0.043,0.152,0.008,1,1,339,"100469","201436"
16103000,"2"," 7"," 1",0.069,"7",44.8,21.8,0.325,2.409,0.087,0.043,0.152,0.008,2,3,339,"100469","201436"
26067000,"2"," 7"," 1",0.042,"2",79,21.8,0.3333,2.409,0.087,0.043,0.152,0.008,3,6,449,"100835","202452"
15314000,"3"," 7"," 1",0.042,"2",89,22,0.0613,1.057,0.08,0.04,0.137,0.005,1,1,468,"100305","200983"
24542000,"3"," 7"," 1",0.063,"2",89,22,0.0808,1.057,0.08,0.04,0.137,0.005,2,3,468,"100305","200983"
14244000,"4"," 7"," 1",0.042,"8",178,20.3,0.001,17.67,0.084,0.038,0.131,0.006,1,1,398,"100310","200993"
18943000,"4"," 7"," 1",0.056,"8",178,20.3,0.001,17.67,0.084,0.038,0.131,0.006,2,3,398,"100310","200993"
12824000,"4"," 7"," 1",0.069,"8",178,20.3,0.001,17.67,0.084,0.038,0.131,0.006,3,6,398,"100310","200993"
50000,"5"," 7"," 1",0.042,"2",59,20.7,0.1095,28.89,0.083,0.039,0.14,0.007,1,1,456,"100598","201837"
475000,"5"," 7"," 1",0.056,"2",59,20.7,0.1048,28.89,0.083,0.039,0.14,0.007,2,3,456,"100598","201837"
878000,"5"," 7"," 1",0.069,"2",59,20.7,0.001,28.89,0.083,0.039,0.14,0.007,3,6,456,"100598","201837"
7244000,"5"," 7"," 1",0.042,"2",49,20.7,0.1095,28.89,0.083,0.039,0.14,0.007,1,1,456,"100598","201839"
10942000,"5"," 7"," 1",0.056,"2",49,20.7,0.1048,28.89,0.083,0.039,0.14,0.007,2,3,456,"100598","201839"
14579000,"5"," 7"," 1",0.069,"2",49,20.7,0.001,28.89,0.083,0.039,0.14,0.007,3,6,456,"100598","201839"
9356000,"6"," 7"," 1",0.042,"3",69.8,22,0.1048,0.622,0.079,0.035,0.132,0.006,1,1,27,"100411","201302"
10606000,"6"," 7"," 1",0.056,"3",69.8,22,0.001,0.622,0.079,0.035,0.132,0.006,2,3,27,"100411","201302"
11874000,"6"," 7"," 1",0.069,"3",69.8,22,0.001,0.622,0.079,0.035,0.132,0.006,3,6,27,"100411","201302"
10808000,"7"," 7"," 1",0.042,"7",44.8,23.3,0.0857,11,0.063,0.025,0.097,0.005,1,1,339,"100469","201436"
14350000,"7"," 7"," 1",0.056,"7",44.8,23.3,0.0952,11,0.063,0.025,0.097,0.005,2,3,339,"100469","201436"
11076000,"7"," 7"," 1",0.069,"7",44.8,23.3,0.001,11,0.063,0.025,0.097,0.005,3,6,339,"100469","201436"
1573000,"1"," 7"," 1",0.042,"7",440,22.9,0.7905,4.591,0.071,0.029,0.096,0.006,3,6,478,"100182","200612"
13445000,"1"," 7"," 1",0.042,"7",490,22.9,0.7905,4.591,0.071,0.029,0.096,0.006,3,6,478,"100182","200613"
4031000,"1"," 7"," 1",0.042,"7",400,22.9,0.7905,4.591,0.071,0.029,0.096,0.006,3,6,478,"100182","200614"
33372000,"1"," 7"," 1",0.042,"7",450,22.9,0.7905,4.591,0.071,0.029,0.096,0.006,3,6,478,"100182","200615"
19724000,"1"," 7"," 1",0.056,"4",32.9,22.9,0.3714,4.591,0.071,0.029,0.096,0.006,1,1,421,"100841","202484"
16199000,"1"," 7"," 1",0.069,"4",32.9,22.9,0.0563,4.591,0.071,0.029,0.096,0.006,2,3,421,"100841","202484"
5022000,"2"," 7"," 1",0.056,"2",59.9,22.2,0.001,10.25,0.096,0.048,0.149,0.007,1,1,454,"100193","200649"
10301000,"2"," 7"," 1",0.069,"2",59.9,22.2,2.1,10.25,0.096,0.048,0.149,0.007,2,3,454,"100193","200649"
6716000,"2"," 7"," 1",0.042,"9",159,22.2,0.0857,10.25,0.096,0.048,0.149,0.007,3,6,368,"100218","200766"
26948000,"2"," 7"," 1",0.042,"9",149,22.2,0.0857,10.25,0.096,0.048,0.149,0.007,3,6,368,"100218","200769"
548000,"3"," 7"," 1",0.042,"9",178,22.8,0.001,7.988,0.089,0.04,0.139,0.006,1,1,417,"100292","200944"
5072000,"3"," 7"," 1",0.056,"9",178,22.8,0.001,7.988,0.089,0.04,0.139,0.006,2,3,417,"100292","200944"
8561000,"3"," 7"," 1",0.069,"9",178,22.8,0.1063,7.988,0.089,0.04,0.139,0.006,3,6,417,"100292","200944"
5018000,"3"," 7"," 1",0.042,"9",178,22.8,0.001,7.988,0.089,0.04,0.139,0.006,1,1,417,"100292","200945"
13074000,"3"," 7"," 1",0.056,"9",178,22.8,0.001,7.988,0.089,0.04,0.139,0.006,2,3,417,"100292","200945"
14949000,"3"," 7"," 1",0.069,"9",178,22.8,0.1063,7.988,0.089,0.04,0.139,0.006,3,6,417,"100292","200945"
9732000,"4"," 7"," 1",0.042,"1",59.9,23.7,0.001,0.738,0.088,0.037,0.137,0.005,1,1,462,"100809","202385"
14330000,"4"," 7"," 1",0.056,"1",59.9,23.7,0.6762,0.738,0.088,0.037,0.137,0.005,2,3,462,"100809","202385"
13268000,"4"," 7"," 1",0.069,"1",59.9,23.7,0.675,0.738,0.088,0.037,0.137,0.005,3,6,462,"100809","202385"
2765000,"5"," 7"," 1",0.042,"1",69,25.1,0.001,1.42,0.078,0.032,0.129,0.004,1,1,437,"100374","201371"
5054000,"5"," 7"," 1",0.056,"1",69,25.1,0.9333,1.42,0.078,0.032,0.129,0.004,2,3,437,"100374","201371"
5063000,"5"," 7"," 1",0.069,"1",69,25.1,0.001,1.42,0.078,0.032,0.129,0.004,3,6,437,"100374","201371"
2926000,"5"," 7"," 1",0.042,"1",69,25.1,0.001,1.42,0.078,0.032,0.129,0.004,1,1,437,"100374","201373"
6046000,"5"," 7"," 1",0.056,"1",69,25.1,0.9333,1.42,0.078,0.032,0.129,0.004,2,3,437,"100374","201373"
5689000,"5"," 7"," 1",0.069,"1",69,25.1,0.001,1.42,0.078,0.032,0.129,0.004,3,6,437,"100374","201373"
5476000,"6"," 7"," 1",0.042,"2",99.9,25.9,0.6571,1.621,0.071,0.025,0.12,0.006,1,1,375,"100693","202055"
9919000,"6"," 7"," 1",0.056,"2",99.9,25.9,0.1857,1.621,0.071,0.025,0.12,0.006,2,3,375,"100693","202055"
15439000,"6"," 7"," 1",0.069,"2",99.9,25.9,0.001,1.621,0.071,0.025,0.12,0.006,3,6,375,"100693","202055"
1538000,"7"," 7"," 1",0.042,"7",440,25.4,0.7714,11.35,0.063,0.022,0.094,0.004,1,1,478,"100182","200612"
50000,"7"," 7"," 1",0.056,"7",440,25.4,0.081,11.35,0.063,0.022,0.094,0.004,2,3,478,"100182","200612"
50000,"7"," 7"," 1",0.069,"7",440,25.4,0.001,11.35,0.063,0.022,0.094,0.004,3,6,478,"100182","200612"
50000,"7"," 7"," 1",0.042,"7",490,25.4,0.7714,11.35,0.063,0.022,0.094,0.004,1,1,478,"100182","200613"
5069000,"7"," 7"," 1",0.056,"7",490,25.4,0.081,11.35,0.063,0.022,0.094,0.004,2,3,478,"100182","200613"
6765000,"7"," 7"," 1",0.069,"7",490,25.4,0.001,11.35,0.063,0.022,0.094,0.004,3,6,478,"100182","200613"
50000,"7"," 7"," 1",0.042,"7",400,25.4,0.7714,11.35,0.063,0.022,0.094,0.004,1,1,478,"100182","200614"
1400000,"7"," 7"," 1",0.056,"7",400,25.4,0.081,11.35,0.063,0.022,0.094,0.004,2,3,478,"100182","200614"
50000,"7"," 7"," 1",0.069,"7",400,25.4,0.001,11.35,0.063,0.022,0.094,0.004,3,6,478,"100182","200614"
6142000,"7"," 7"," 1",0.042,"7",450,25.4,0.7714,11.35,0.063,0.022,0.094,0.004,1,1,478,"100182","200615"
8919000,"7"," 7"," 1",0.056,"7",450,25.4,0.081,11.35,0.063,0.022,0.094,0.004,2,3,478,"100182","200615"
12298000,"7"," 7"," 1",0.069,"7",450,25.4,0.001,11.35,0.063,0.022,0.094,0.004,3,6,478,"100182","200615"
